id	grid_id	short_name	full_name	Country	impact_P	impact_P_Bio_Health	impact_P_Life_Earth	impact_P_Math_Comp	impact_P_Phy_Eng	impact_P_Soc_Hum	P_top10	collab_P	P_int_collab	P_OA	TCS	TNCS	P_industry_collab	PA_F_MF	dimensions_wos
685	grid.5037.1	KTH Royal Inst Technol	KTH Royal Institute of Technology	Sweden	11355	1223	816	1883	6879	554	1414.0	11355	8172.0	6659.0	101192.0	13708.0	1516.0	21.8	75,357
687	grid.10548.38	Stockholm Univ	Stockholm University	Sweden	11198	2352	2835	389	3565	2057	1839.0	11198	8362.0	8029.0	128894.0	17393.0	538.0	32.3	78,49
688	grid.12650.30	Umeå Univ	Umeå University	Sweden	7643	4534	1216	276	772	845	1021.0	7643	4671.0	5050.0	77455.0	10999.0	418.0	37.6	82,407
689	grid.8993.b	Uppsala Univ	Uppsala University	Sweden	18642	8707	2488	791	5194	1463	2642.0	18642	12556.0	12273.0	200850.0	27549.0	1950.0	32.9	82,14
690	grid.6612.3	Univ Basel	University of Basel	Switzerland	12666	8153	1487	260	2042	724	2194.0	12666	9226.0	8698.0	160538.0	21717.0	1609.0	31.1	79,892
693	grid.5734.5	Univ Bern	University of Bern	Switzerland	15756	8787	2988	362	2429	1191	2666.0	15756	11519.0	10840.0	168614.0	25265.0	973.0	29.5	79,556
695	grid.8534.a	Univ Fribourg	University of Fribourg	Switzerland	3031	823	562	182	1109	355	416.0	3031	2268.0	2540.0	34295.0	4164.0	115.0	29.5	73,806
696	grid.8591.5	Univ Geneva	University of Geneva	Switzerland	13534	7003	1230	406	3652	1242	2330.0	13534	10169.0	9703.0	175559.0	22877.0	846.0	30.2	78,516
697	grid.5333.6	Ecole Polytech Féd Lausanne	Ecole Polytechnique Fédérale de Lausanne	Switzerland	13661	2779	1310	1838	7418	316	2596.0	13661	10027.0	9558.0	204401.0	22899.0	1429.0	20.2	77,136
698	grid.9851.5	Univ Lausanne	University of Lausanne	Switzerland	11198	7530	1952	258	427	1031	1989.0	11198	7770.0	7712.0	129693.0	18175.0	856.0	31.7	75,003
703	grid.5801.c	ETH Zurich	Eidgenössische Technische Hochschule Zürich	Switzerland	23081	4378	5628	2465	9251	1360	4360.0	23081	16599.0	15410.0	288082.0	38446.0	1899.0	21.4	80,122
704	grid.7400.3	Univ Zurich	University of Zurich	Switzerland	20870	12329	3145	795	2565	2037	3757.0	20870	15023.0	15045.0	250466.0	34975.0	1423.0	31.5	77,731
705	grid.98622.37	Çukurova Univ	Çukurova University	Turkey	2633	803	662	143	961	64	194.0	2633	983.0	1084.0	15251.0	2255.0	41.0	33.4	77,231
706	grid.49746.38	Sakarya Univ	Sakarya University	Turkey	1826	679	180	199	687	82	102.0	1826	311.0	563.0	7766.0	1190.0	16.0	23.0	75,981
707	grid.7256.6	Ankara Univ	Ankara University	Turkey	4561	2042	728	235	1397	159	339.0	4561	1739.0	1988.0	27788.0	4089.0	114.0	43.2	77,742
708	grid.18376.3b	Bilkent Univ	Bilkent University	Turkey	1988	259	31	489	901	308	192.0	1988	1040.0	1868.0	16174.0	2007.0	64.0	24.2	76,079
710	grid.25769.3f	Gazi Univ	Gazi University	Turkey	3918	1769	306	389	1299	155	267.0	3918	781.0	1068.0	18126.0	3030.0	74.0	44.0	74,853
711	grid.14442.37	Hacettepe Univ	Hacettepe University	Turkey	5977	3462	488	384	1324	320	501.0	5977	2070.0	2205.0	47257.0	6934.0	187.0	46.8	76,309
712	grid.6935.9	Middle E Tech Univ	Middle East Technical University	Turkey	4373	381	549	757	2217	470	362.0	4373	1951.0	1612.0	26378.0	3993.0	163.0	35.1	74,597
715	grid.29906.34	Akdeniz Univ	Akdeniz University	Turkey	2076	972	442	165	384	113	111.0	2076	438.0	651.0	8884.0	1400.0	48.0	36.4	77,011
718	grid.34538.39	Bursa Uludağ Univ	Bursa Uludağ University	Turkey	1987	749	339	161	674	64	103.0	1987	617.0	811.0	7236.0	1331.0	53.0	36.3	80,474
719	grid.411742.5	Pamukkale Univ	Pamukkale University	Turkey	1422	597	246	118	383	78	109.0	1422	252.0	371.0	7102.0	1089.0	15.0	35.3	78,547
722	grid.411320.5	Fırat Univ	Fırat University	Turkey	2103	639	337	348	759	20	169.0	2103	609.0	589.0	11353.0	1799.0	39.0	23.4	73,873
723	grid.411445.1	Atatürk Univ	Atatürk University	Turkey	2724	1181	500	90	884	70	174.0	2724	514.0	746.0	12555.0	2050.0	26.0	29.5	82,611
726	grid.45978.37	Süleyman Demirel Univ	Süleyman Demirel University	Turkey	1779	590	469	120	552	49	102.0	1779	346.0	527.0	7429.0	1208.0	21.0	30.7	78,453
727	grid.11220.30	Boğaziçi Univ	Boğaziçi University	Turkey	2626	275	210	354	1578	209	262.0	2626	1759.0	1611.0	20248.0	2589.0	62.0	36.7	77,882
730	grid.10516.33	İstanbul Tech Univ	İstanbul Technical University	Turkey	4619	302	844	753	2522	199	363.0	4619	1903.0	1477.0	27517.0	3984.0	109.0	34.4	71,206
731	grid.9601.e	İstanbul Univ	İstanbul University	Turkey	6816	4134	896	226	1337	224	476.0	6816	2204.0	2579.0	45243.0	6368.0	216.0	43.5	73,993
732	grid.16477.33	Marmara Univ	Marmara University	Turkey	3206	1596	232	155	1100	123	228.0	3206	1268.0	1353.0	19982.0	2835.0	57.0	43.9	73,693
735	grid.38575.3c	Yıldız Tech Univ	Yıldız Technical University	Turkey	2851	242	408	473	1609	119	195.0	2851	789.0	777.0	15819.0	2218.0	39.0	31.7	74,639
736	grid.21200.31	Dokuz Eylül Univ	Dokuz Eylül University	Turkey	3083	1505	378	226	787	188	177.0	3083	804.0	924.0	19170.0	2874.0	91.0	41.6	76,877
737	grid.8302.9	Ege Univ	Ege University	Turkey	3797	1828	696	206	967	100	232.0	3797	1064.0	1263.0	20342.0	3086.0	122.0	46.2	75,205
739	grid.17242.32	Selçuk Univ	Selçuk University	Turkey	2180	938	494	147	565	36	150.0	2180	631.0	588.0	10051.0	1740.0	26.0	24.8	76,211
740	grid.411739.9	Erciyes Univ	Erciyes University	Turkey	2498	1129	373	174	773	50	184.0	2498	490.0	728.0	13770.0	2019.0	27.0	30.2	76,496
741	grid.411105.0	Kocaeli Univ	Kocaeli University	Turkey	1473	566	165	164	542	37	75.0	1473	293.0	459.0	6426.0	1045.0	33.0	40.0	72,573
743	grid.411650.7	İnönü Univ	İnönü University	Turkey	1549	846	175	112	372	43	56.0	1549	203.0	431.0	5001.0	896.0	19.0	28.0	76,101
747	grid.411049.9	Samsun Ondokuz Mayis Univ	Samsun Ondokuz Mayis University	Turkey	1925	965	398	77	428	57	90.0	1925	378.0	588.0	7366.0	1288.0	13.0	29.6	72,917
749	grid.31564.35	Karadeniz Tech Univ	Karadeniz Technical University	Turkey	2149	689	424	231	704	102	151.0	2149	435.0	536.0	12913.0	2031.0	32.0	28.3	76,187
750	grid.411703.0	Yüzüncü Yıl Univ	Yüzüncü Yıl University	Turkey	1485	633	380	83	345	45	55.0	1485	224.0	424.0	5487.0	876.0	8.0	21.5	82,642
781	grid.4777.3	Queen's Univ Belfast	Queen's University Belfast	United Kingdom	8420	2942	1247	676	2593	962	1275.0	8420	5978.0	7060.0	82582.0	12095.0	904.0	32.4	77,497
785	grid.12082.39	Univ Sussex	University of Sussex	United Kingdom	6217	1989	564	364	1752	1549	1080.0	6217	4125.0	5331.0	89705.0	11538.0	247.0	33.6	75,277
790	grid.7273.1	Aston Univ	Aston University	United Kingdom	2669	925	79	277	850	538	388.0	2669	1740.0	2399.0	23974.0	3495.0	178.0	27.0	70,903
793	grid.15751.37	Univ Huddersfield	University of Huddersfield	United Kingdom	1876	505	115	249	549	460	213.0	1876	1035.0	1665.0	10980.0	2038.0	118.0	25.2	62,793
794	grid.9835.7	Lancaster Univ	Lancaster University	United Kingdom	7080	1136	1501	996	1908	1540	1196.0	7080	4760.0	6416.0	76369.0	11388.0	360.0	27.5	77,476
796	grid.42629.3b	Northumbria Univ	Northumbria University	United Kingdom	3216	940	340	499	787	650	450.0	3216	2047.0	2804.0	34740.0	5118.0	144.0	26.7	65,504
797	grid.8273.e	Univ E Anglia	University of East Anglia	United Kingdom	5648	2180	1414	261	654	1139	1065.0	5648	3515.0	5210.0	72749.0	10176.0	246.0	34.2	77,274
800	grid.9435.b	Univ Reading	University of Reading	United Kingdom	5244	968	2118	307	807	1045	870.0	5244	3301.0	4656.0	52006.0	7961.0	343.0	37.5	75,606
802	grid.11914.3c	Univ St Andrews	University of St Andrews	United Kingdom	6374	979	1577	311	2734	773	1008.0	6374	4407.0	5820.0	62595.0	9242.0	351.0	29.0	79,055
807	grid.4466.0	Politecnico Bari	Politecnico di Bari	Italy	2051	72	159	332	1388	101	319.0	2051	1227.0	1170.0	19212.0	2740.0	131.0	20.6	74,089
811	grid.18147.3b	Univ Insubria	University of Insubria	Italy	2742	1507	365	223	566	82	362.0	2742	1394.0	1385.0	27219.0	3813.0	153.0	37.8	79,563
812	grid.9027.c	Univ Perugia	University of Perugia	Italy	7208	2825	1199	503	2431	251	973.0	7208	3984.0	3796.0	74802.0	9510.0	394.0	43.6	80,609
813	grid.11780.3f	Univ Salerno	University of Salerno	Italy	5260	1617	457	764	2152	271	663.0	5260	2627.0	2327.0	64403.0	7747.0	187.0	38.0	75,052
818	grid.15496.3f	Vita-Salute San Raffaele Univ	Vita-Salute San Raffaele University	Italy	3004	2838	28	21	19	98	506.0	3004	1551.0	1477.0	34437.0	4772.0	186.0	36.6	82,759
846	grid.13097.3c	King's Coll London	King's College London	United Kingdom	22036	15306	722	915	1894	3198	4337.0	22036	14339.0	18375.0	287388.0	39812.0	1603.0	41.7	76,702
848	grid.7362.0	Bangor Univ	Bangor University	United Kingdom	2604	726	1021	74	292	490	445.0	2604	1654.0	2207.0	22898.0	3817.0	134.0	33.3	77,346
849	grid.5600.3	Cardiff Univ	Cardiff University	United Kingdom	11627	4876	1386	810	2720	1835	1906.0	11627	7149.0	10303.0	145716.0	18424.0	817.0	32.5	76,432
854	grid.6341.0	Swed Univ Agr Sci	Swedish University of Agricultural Sciences	Sweden	6467	899	4766	59	386	358	1010.0	6467	4623.0	4058.0	57444.0	9052.0	396.0	37.6	88,47
876	grid.9018.0	Martin Luther Univ Halle-Wittenberg	Martin Luther University Halle-Wittenberg	Germany	4993	2282	1122	141	1162	286	700.0	4993	2772.0	2643.0	51404.0	7799.0	383.0	30.0	34,433
877	grid.9464.f	Univ Hohenheim	University of Hohenheim	Germany	2753	584	1586	54	245	284	339.0	2753	1393.0	1286.0	31175.0	4441.0	226.0	34.0	77,889
878	grid.4562.5	Univ Lübeck	Universität zu Lübeck	Germany	3387	2925	65	132	97	168	531.0	3387	1974.0	2062.0	36305.0	4910.0	373.0	32.5	77,031
880	grid.10253.35	Philipps-Univ Marburg	Philipps-Universität Marburg	Germany	5405	2816	629	188	1267	505	729.0	5405	2976.0	2694.0	51069.0	7265.0	393.0	29.3	73,141
882	grid.6862.a	Techn Univ Bergakad Freiberg	Technische Universität Bergakademie Freiberg	Germany	1867	49	424	127	1239	28	159.0	1867	1000.0	508.0	10033.0	1713.0	137.0	17.4	77,304
883	grid.5949.1	Univ Münster	University of Münster	Germany	10778	5343	1181	550	2915	789	1663.0	10778	6121.0	5871.0	119908.0	16515.0	687.0	27.8	74,698
884	grid.10493.3f	Univ Rostock	University of Rostock	Germany	5172	1960	811	219	2048	134	549.0	5172	2827.0	2631.0	40248.0	5456.0	409.0	26.0	71,276
885	grid.6582.9	Ulm Univ	Ulm University	Germany	7302	4484	443	507	1432	436	1048.0	7302	4191.0	4310.0	95699.0	11776.0	680.0	29.7	76,248
916	grid.9619.7	Hebrew Univ Jerusalem	The Hebrew University of Jerusalem	Israel	11297	5258	1781	747	2099	1413	1491.0	11297	6290.0	5704.0	109472.0	14984.0	542.0	33.5	78,203
920	grid.22098.31	Bar-Ilan Univ	Bar-Ilan University	Israel	4813	1671	384	652	1055	1051	440.0	4813	2236.0	2132.0	33330.0	4644.0	165.0	36.1	77,4
921	grid.12136.37	Tel Aviv Univ	Tel Aviv University	Israel	18481	11126	1454	1199	3019	1684	2336.0	18481	9829.0	8924.0	180798.0	24290.0	968.0	36.5	80,81
922	grid.7489.2	Ben-Gurion Univ Negev	Ben-Gurion University of the Negev	Israel	8318	2903	1285	1039	2141	951	762.0	8318	4206.0	3583.0	50823.0	8002.0	289.0	28.9	78,85
924	grid.18098.38	Univ Haifa	University of Haifa	Israel	4316	1411	741	461	161	1542	375.0	4316	1991.0	1625.0	31406.0	5414.0	127.0	49.1	75,427
947	grid.48324.39	Med Univ Białystok	Medical University of Białystok	Poland	1654	1495	82	3	63	12	129.0	1654	462.0	959.0	10037.0	1476.0	80.0	58.2	82,165
958	grid.411484.c	Med Univ Lublin	Medical University of Lublin	Poland	2305	1785	211	11	258	41	143.0	2305	600.0	1343.0	12467.0	1909.0	64.0	56.2	74,625
959	grid.8267.b	Med Univ Lódz	Medical University of Łódź	Poland	2958	2686	113	8	123	29	287.0	2958	1012.0	1776.0	30100.0	4233.0	199.0	50.5	80,143
960	grid.11451.30	Med Univ Gdansk	Medical University of Gdańsk	Poland	2568	2108	180	13	248	20	267.0	2568	948.0	1495.0	22999.0	3157.0	152.0	47.9	84,262
962	grid.410701.3	Univ Agr Kraków	University of Agriculture in Kraków	Poland	1583	299	1058	36	137	53	103.0	1583	392.0	798.0	6884.0	1205.0	17.0	51.4	76,824
963	grid.411201.7	Univ Life Sci Lublin	University of Life Sciences in Lublin	Poland	1578	429	943	33	144	29	60.0	1578	226.0	876.0	5443.0	943.0	19.0	55.1	84,534
964	grid.410688.3	Poznań Univ Life Sci	Poznań University of Life Sciences	Poland	1944	487	1215	19	196	27	143.0	1944	559.0	1046.0	9708.0	1688.0	20.0	47.2	80,565
975	grid.411391.f	W Pomeranian Univ Technol - Szczecin	West Pomeranian University of Technology, Szczecin	Poland	1400	160	341	156	722	22	78.0	1400	365.0	636.0	6665.0	969.0	27.0	47.2	77,804
989	grid.7840.b	Carlos III Univ Madrid	Carlos III University of Madrid	Spain	3575	254	75	1173	1487	587	311.0	3575	2163.0	2031.0	15798.0	3233.0	524.0	25.0	67,304
998	grid.26811.3c	Miguel Hernández Univ	Miguel Hernández University	Spain	2469	1302	490	228	265	186	245.0	2469	1132.0	1276.0	17864.0	2759.0	69.0	37.7	77,308
1002	grid.28020.38	Univ Almería	Universidad de Almería	Spain	1962	409	612	257	365	319	165.0	1962	890.0	796.0	10718.0	1828.0	37.0	35.8	79,788
1003	grid.9612.c	Univ Jaume I	Universitat Jaume I	Spain	2560	521	273	406	865	496	251.0	2560	1291.0	1780.0	19304.0	2544.0	50.0	39.6	71,9
1014	grid.41206.31	Anadolu Univ	Anadolu University	Turkey	1420	286	226	167	625	116	89.0	1420	319.0	373.0	7199.0	1027.0	36.0	44.1	77,85
1015	grid.15876.3d	Koç Univ	Koç University	Turkey	2326	1019	80	298	599	330	237.0	2326	1114.0	1147.0	13677.0	2383.0	82.0	35.5	76,566
1016	grid.411548.d	Başkent Univ	Başkent University	Turkey	1421	1150	42	64	88	78	50.0	1421	198.0	485.0	4588.0	782.0	15.0	41.5	68,119
1033	grid.164274.2	Eskişehir Osmangazi Univ	Eskişehir Osmangazi University	Turkey	1600	757	200	126	460	57	98.0	1600	320.0	450.0	7714.0	1186.0	40.0	33.8	75,012
1034	grid.4868.2	Queen Mary Univ London	Queen Mary University of London	United Kingdom	11281	5804	741	1081	2641	1013	2243.0	11281	7744.0	9277.0	144529.0	19699.0	911.0	31.8	76,35
1037	grid.13063.37	London Sch Econ & Polit Sci	London School of Economics and Political Science	United Kingdom	3788	648	182	314	74	2570	683.0	3788	2160.0	3306.0	32055.0	6950.0	81.0	35.9	71,211
1046	grid.6451.6	Technion - Israel Inst Technol	Technion, Israel Institute of Technology	Israel	9627	3536	567	1489	3639	395	1260.0	9627	5096.0	4776.0	87040.0	11916.0	527.0	28.4	79,288
1047	grid.13992.30	Weizmann Inst Sci	Weizmann Institute of Science	Israel	5720	1836	584	441	2735	124	1172.0	5720	3997.0	4242.0	97065.0	10050.0	207.0	29.5	85,199
1052	grid.7345.5	Univ Buenos Aires	University of Buenos Aires	Argentina	8078	2784	2437	520	2001	337	673.0	8078	4167.0	4183.0	52496.0	7674.0	180.0	51.4	68,821
1053	grid.9499.d	Univ Nal La Plata	Universidad Nacional de La Plata	Argentina	4756	807	1665	165	2007	112	330.0	4756	2588.0	2622.0	27245.0	3984.0	90.0	47.4	67,657
1054	grid.1010.0	Univ Adelaide	University of Adelaide	Australia	14515	6129	3409	876	3038	1064	2429.0	14515	8614.0	7454.0	195708.0	24631.0	787.0	31.6	80,682
1055	grid.1003.2	Univ Queensland	University of Queensland	Australia	28448	13181	6262	1041	4496	3468	4510.0	28448	17060.0	14013.0	310782.0	43061.0	1487.0	35.4	80,078
1056	grid.1001.0	Australian Natl Univ	Australian National University	Australia	13722	2952	3351	1115	3974	2331	2221.0	13722	9019.0	8623.0	163194.0	22639.0	509.0	29.4	77,212
1057	grid.1002.3	Monash Univ	Monash University	Australia	29293	15316	3183	1394	6142	3258	4587.0	29293	17398.0	14573.0	331765.0	44541.0	1457.0	36.7	79,024
1058	grid.1008.9	Univ Melbourne	University of Melbourne	Australia	32871	18492	5101	1587	3939	3753	5296.0	32871	19143.0	18780.0	369357.0	51714.0	1883.0	38.5	79,106
1059	grid.266842.c	Univ Newcastle	University of Newcastle	Australia	8543	4272	1205	633	1395	1039	1253.0	8543	4846.0	4218.0	85127.0	12349.0	362.0	37.7	78,314
1060	grid.1012.2	Univ West Australia	University of Western Australia	Australia	16615	7119	4434	747	2762	1553	2570.0	16615	10513.0	9143.0	181720.0	26100.0	878.0	32.9	82,019
1061	grid.1005.4	Univ New S Wales	University of New South Wales	Australia	26040	10708	3459	2495	6438	2941	4200.0	26040	15475.0	12420.0	286223.0	40033.0	1216.0	34.8	77,99
1062	grid.1013.3	Univ Sydney	University of Sydney	Australia	30613	17165	3435	1932	4862	3220	4921.0	30613	17889.0	16388.0	353588.0	48771.0	1544.0	39.7	77,842
1063	grid.8430.f	Univ Fed Minas Gerais	Universidade Federal de Minas Gerais	Brazil	9497	4243	2329	774	1840	312	779.0	9497	3758.0	4225.0	75458.0	11494.0	294.0	45.2	61,256
1064	grid.411087.b	Univ Campinas	University of Campinas	Brazil	13544	4881	2935	1244	4209	275	1280.0	13544	5863.0	6149.0	87952.0	13480.0	335.0	40.9	51,412
1065	grid.8532.c	Fed Univ Rio Grande do Sul	Federal University of Rio Grande do Sul	Brazil	11580	4479	2952	694	3007	448	962.0	11580	4760.0	4748.0	85456.0	12781.0	333.0	48.0	59,955
1066	grid.8536.8	Univ Fed Rio de Janeiro	Universidade Federal do Rio de Janeiro	Brazil	11686	4040	2858	859	3506	424	974.0	11686	5272.0	5540.0	76333.0	10851.0	490.0	42.9	66,141
1067	grid.11899.38	Univ São Paulo	University of São Paulo	Brazil	38628	17497	9286	2238	8462	1146	3524.0	38628	18638.0	18784.0	272224.0	40944.0	1455.0	40.6	66,026
1068	grid.61971.38	Simon Fraser Univ	Simon Fraser University	Canada	6862	2056	1063	772	1526	1445	912.0	6862	4147.0	3885.0	63264.0	9464.0	356.0	30.8	73,371
1069	grid.22072.35	Univ Calgary	University of Calgary	Canada	16365	9390	2170	1117	2321	1367	2452.0	16365	9038.0	8247.0	164448.0	24579.0	1029.0	34.2	73,638
1070	grid.17089.37	Univ Alberta	University of Alberta	Canada	23416	10025	4459	2003	5172	1757	3285.0	23416	13408.0	10601.0	215936.0	31866.0	1379.0	30.8	76,784
1071	grid.34429.38	Univ Guelph	University of Guelph	Canada	7223	1888	3621	227	950	538	838.0	7223	3703.0	3494.0	47053.0	7878.0	494.0	37.6	76,801
1072	grid.55602.34	Dalhousie Univ	Dalhousie University	Canada	8528	4368	1752	398	1247	763	1198.0	8528	4528.0	4305.0	84235.0	12268.0	503.0	37.2	74,909
1073	grid.25073.33	McMaster Univ	McMaster University	Canada	14993	9096	1168	1018	2354	1356	2369.0	14993	8348.0	7637.0	169446.0	24761.0	1086.0	35.2	76,752
1074	grid.410356.5	Queen's Univ	Queen's University	Canada	8062	3985	920	624	1609	925	1083.0	8062	4035.0	3708.0	69187.0	10555.0	442.0	35.1	73,732
1075	grid.39381.30	West Univ	Western University	Canada	13313	7132	1419	765	2356	1642	1806.0	13313	6907.0	6289.0	121252.0	18151.0	742.0	31.6	75,852
1076	grid.14709.3b	McGill Univ	McGill University	Canada	25537	14120	3108	1446	4397	2467	4084.0	25537	15720.0	13897.0	280625.0	39885.0	1540.0	36.2	76,827
1077	grid.14848.31	Univ Montréal	Université de Montréal	Canada	17236	8858	1756	1565	3134	1923	2269.0	17236	9705.0	9055.0	161847.0	23601.0	1041.0	37.3	76,618
1078	grid.34428.39	Carleton Univ	Carleton University	Canada	4743	739	1125	919	1125	836	593.0	4743	2719.0	2111.0	41506.0	6217.0	200.0	28.5	69,182
1079	grid.28046.38	Univ Ottawa	University of Ottawa	Canada	15522	9481	1369	900	2023	1750	2325.0	15522	8022.0	7796.0	168127.0	23810.0	805.0	36.2	73,926
1081	grid.25152.31	Univ Saskatchewan	University of Saskatchewan	Canada	7919	2700	2827	391	1404	597	821.0	7919	4209.0	3477.0	55946.0	8736.0	459.0	32.6	77,254
1082	grid.23856.3a	Univ Laval	Université Laval	Canada	10252	5004	2138	518	1684	908	1318.0	10252	5152.0	5505.0	89184.0	13155.0	615.0	34.2	77,494
1083	grid.17063.33	Univ Toronto	University of Toronto	Canada	47429	30321	3730	2204	6270	4904	8083.0	47429	27583.0	25563.0	555708.0	75385.0	3015.0	38.9	76,527
1084	grid.17091.3e	Univ British Columbia	University of British Columbia	Canada	29882	14952	4869	2082	4791	3188	4821.0	29882	18391.0	16147.0	324130.0	46917.0	1727.0	34.7	77,682
1085	grid.143640.4	Univ Victoria	University of Victoria	Canada	5919	1139	1329	844	1862	745	843.0	5919	3907.0	3392.0	58796.0	8372.0	255.0	28.3	76,305
1086	grid.46078.3d	Univ Waterloo	University of Waterloo	Canada	12156	2447	1543	2501	4296	1370	1669.0	12156	7003.0	5373.0	116864.0	15844.0	703.0	24.4	74,791
1087	grid.21613.37	Univ Manitoba	University of Manitoba	Canada	9318	4766	1843	657	1250	802	1137.0	9318	4728.0	4672.0	86065.0	12687.0	512.0	34.1	75,402
1088	grid.443909.3	Univ Chile	University of Chile	Chile	7640	2503	1792	804	1985	556	848.0	7640	5097.0	4284.0	58936.0	8436.0	270.0	31.7	71,006
1091	grid.136304.3	Chiba Univ	Chiba University	Japan	6000	3296	806	287	1447	165	478.0	6000	1829.0	3123.0	39717.0	5258.0	527.0	15.0	54,622
1092	grid.177174.3	Kyushu Univ	Kyushu University	Japan	14463	5532	2019	832	5725	355	1261.0	14463	5380.0	6831.0	105679.0	13998.0	1310.0	10.7	61,11
1093	grid.256342.4	Gifu Univ	Gifu University	Japan	2956	1681	521	98	635	22	198.0	2956	785.0	1422.0	14098.0	2166.0	244.0	15.3	53,977
1095	grid.257022.0	Hiroshima Univ	Hiroshima University	Japan	7772	3423	941	456	2694	258	585.0	7772	2795.0	4073.0	46732.0	6836.0	687.0	12.7	54,857
1096	grid.258333.c	Kagoshima Univ	Kagoshima University	Japan	3127	1765	805	63	466	28	192.0	3127	1008.0	1567.0	17120.0	2374.0	228.0	14.5	60,179
1097	grid.9707.9	Kanazawa Univ	Kanazawa University	Japan	4773	2771	501	197	1221	84	366.0	4773	1423.0	2605.0	30473.0	4168.0	472.0	13.4	64,191
1098	grid.31432.37	Kobe Univ	Kobe University	Japan	7084	3229	1022	403	2086	345	581.0	7084	2326.0	4095.0	51118.0	7089.0	562.0	13.8	57,606
1099	grid.274841.c	Kumamoto Univ	Kumamoto University	Japan	4222	2695	349	166	973	39	351.0	4222	1355.0	2110.0	28419.0	3693.0	356.0	11.5	64,586
1100	grid.258799.8	Kyoto Univ	Kyoto University	Japan	25085	8575	3768	1423	10557	762	2551.0	25085	9544.0	14091.0	234331.0	29390.0	2223.0	11.0	60,805
1101	grid.174567.6	Nagasaki Univ	Nagasaki University	Japan	3802	2515	647	58	483	100	264.0	3802	1317.0	2089.0	21873.0	3024.0	244.0	17.0	62,985
1102	grid.27476.30	Nagoya Univ	Nagoya University	Japan	14641	5468	1687	825	6348	313	1345.0	14641	5289.0	7657.0	108563.0	14801.0	1257.0	11.9	60,723
1103	grid.260975.f	Niigata Univ	Niigata University	Japan	3749	2304	365	201	846	34	297.0	3749	1163.0	1960.0	29193.0	3823.0	240.0	13.2	52,372
1104	grid.261356.5	Okayama Univ	Okayama University	Japan	6146	3390	814	211	1662	70	523.0	6146	2102.0	3530.0	42456.0	5547.0	442.0	14.0	59,722
1105	grid.261445.0	Osaka City Univ	Osaka City University	Japan	3082	1697	291	165	880	49	203.0	3082	825.0	1823.0	17133.0	2465.0	237.0	13.3	59,572
1106	grid.136593.b	Osaka Univ	Osaka University	Japan	18566	7726	908	1250	8262	419	1698.0	18566	6395.0	9873.0	136637.0	18263.0	1782.0	10.8	57,011
1107	grid.39158.36	Hokkaido Univ	Hokkaido University	Japan	13662	5092	3277	598	4455	240	1126.0	13662	4926.0	8096.0	89788.0	12235.0	1182.0	13.8	59,171
1108	grid.69566.3a	Tohoku Univ	Tohoku University	Japan	18348	5992	1959	1065	9021	311	1688.0	18348	6848.0	8881.0	135297.0	18618.0	1863.0	10.8	58,506
1110	grid.267335.6	Tokushima Univ	Tokushima University	Japan	3023	1961	177	156	702	28	198.0	3023	883.0	1504.0	18973.0	2394.0	273.0	17.3	60,633
1111	grid.26091.3c	Keio Univ	Keio University	Japan	8460	5236	439	558	1839	389	785.0	8460	2259.0	4538.0	66596.0	8588.0	762.0	15.3	55,491
1112	grid.32197.3e	Tokyo Inst Technol	Tokyo Institute of Technology	Japan	10170	973	928	1164	6968	138	950.0	10170	4151.0	4847.0	74616.0	9647.0	1012.0	8.2	56,744
1113	grid.265073.5	Tokyo Med & Dent Univ	Tokyo Medical and Dental University	Japan	4448	4006	101	38	239	64	402.0	4448	1107.0	2386.0	30580.0	4244.0	304.0	18.6	73,941
1114	grid.26999.3d	Univ Tokyo	The University of Tokyo	Japan	34967	11468	5278	2059	15012	1151	3850.0	34967	14333.0	20649.0	315757.0	40836.0	2835.0	12.3	55,752
1115	grid.5290.e	Waseda Univ	Waseda University	Japan	5321	1216	329	882	2448	447	408.0	5321	2243.0	2751.0	35031.0	4525.0	511.0	11.4	41,857
1117	grid.260026.0	Mie Univ	Mie University	Japan	2143	1349	304	55	411	25	144.0	2143	515.0	1043.0	11321.0	1623.0	148.0	12.4	54,111
1118	grid.20515.33	Univ Tsukuba	University of Tsukuba	Japan	9253	3399	1410	495	3680	269	869.0	9253	3775.0	5432.0	68632.0	9462.0	694.0	15.8	53,212
1121	grid.9486.3	Natl Auto Univ Mexico	National Autonomous University of Mexico	Mexico	17300	4336	5374	868	6172	549	1214.0	17300	8479.0	8106.0	101126.0	14963.0	348.0	35.5	76,769
1122	grid.9654.e	Univ Auckland	University of Auckland	New Zealand	12679	5679	2045	919	2398	1638	1796.0	12679	8338.0	5972.0	127484.0	19458.0	662.0	37.6	75,787
1123	grid.29980.3a	Univ Otago	University of Otago	New Zealand	8376	4788	1632	228	627	1101	1138.0	8376	5289.0	4189.0	79697.0	12464.0	354.0	39.4	76,733
1124	grid.11135.37	Peking Univ	Peking University	China	37357	14819	4685	3051	13034	1769	4937.0	37357	14041.0	18190.0	396363.0	46791.0	1858.0	26.5	78,663
1125	grid.12527.33	Tsinghua Univ	Tsinghua University	China	40386	4605	4297	7284	22778	1423	6226.0	40386	15137.0	14320.0	481378.0	55540.0	2638.0	20.2	77,927
