id	university	publications	publications_frac	top_pubs	top_pubs_frac	collaboration	oa
422	Univ l'Aquila	3349	1446	400	148	2868	1642
423	Univ Salento	3046	1156	349	108	2601	1597
424	Univ Messina	5105	2310	667	238	4292	1885
426	Politec Milano	8525	4268	1117	492	6769	4354
427	Univ Cattolica Sacro Cuore	7190	2820	1040	297	6163	3521
429	Univ Milan	20278	7339	2709	704	17910	11839
430	Univ Milano-Bicocca	8052	2591	1096	277	7288	4730
431	Univ Modena & Reggio Emilia	5332	2042	685	214	4619	2814
433	Univ Campania Luigi Vanvitelli	5270	1925	636	220	4679	2482
435	Univ Naples Federico II	15856	6341	2112	756	13938	7887
436	Univ Padova	19674	7908	2707	847	16731	11280
437	Univ Palermo	6671	3215	733	298	5360	3215
438	Univ Parma	5504	2315	682	219	4684	2634
439	Univ Pavia	7865	2628	1092	301	7084	4543
441	Univ Pisa	12605	4766	1635	471	10838	7337
446	Sapienza Univ Rome	23019	9150	2859	852	19869	12821
447	Univ Rome Tor Vergata	9038	3120	1038	283	8139	5378
448	Roma Tre Univ	3494	1285	446	136	3064	1944
450	Univ Sassari	2903	1149	328	92	2587	1425
451	Univ Siena	4783	1617	581	153	4296	2609
453	Politec Torino	6261	3139	670	300	4799	3029
454	Univ Turin	13482	5134	1797	521	11706	8700
455	Univ Trento	5816	1905	825	233	5241	3756
456	Univ Trieste	5212	1497	650	128	4791	3201
457	Univ Udine	3411	1180	399	93	3002	1865
461	Univ Verona	5514	2015	772	221	4865	2804
472	Vilnius Univ	3476	1470	321	62	2825	1988
473	Univ Luxembourg	2410	1021	375	132	2013	1755
479	Univ Amsterdam	25424	9237	4645	1380	22571	17996
480	Vrije Univ Amsterdam	19053	6832	3330	984	17366	13536
482	Delft Univ Technol	12667	6094	1944	870	10288	9019
483	Eindhoven Univ Technol	6760	3337	1012	467	5572	4551
484	Univ Twente	6865	3072	931	354	5858	4368
485	Univ Groningen	20076	8220	3238	1074	17013	14412
487	Leiden Univ	18484	6825	3145	933	16328	14157
488	Maastricht Univ	12805	4750	2009	589	11509	8845
489	Radboud Univ	18374	7069	3183	994	16137	13191
490	Erasmus Univ Rotterdam	17575	6907	3246	988	15300	12130
491	Tilburg Univ	3021	1216	438	160	2621	1982
493	Utrecht Univ	24994	9508	4583	1476	22053	17864
494	Wageningen Univ & Res	11681	5000	2149	754	10246	7813
495	Norwegian Univ Life Sci	3152	1322	406	133	2788	1902
497	Univ Bergen	10428	3976	1598	424	9134	7521
499	Univ Oslo	19130	7734	3024	876	16444	13895
500	Univ Stavanger	1817	825	218	81	1469	860
501	UiT Artic Univ Norway	5354	2022	712	186	4631	4137
502	Norwegian Univ Sci & Technol	12133	5787	1573	600	9835	7319
506	Gdańsk Univ Technol	2560	1620	250	148	1577	1037
507	Univ Gdańsk	2465	1303	182	70	1867	1193
509	Silesian Univ Technol	2534	1645	151	79	1480	1155
511	Med Univ Silesia	2671	1423	181	49	1964	1568
512	Univ Silesia Katowice	2661	1429	144	64	1978	1313
514	AGH Univ Sci & Technol	5284	2644	407	152	3754	2631
516	Jagiellonian Univ	10090	4980	943	288	7807	5962
517	Łódź Univ Technol	2721	1727	198	111	1635	1145
518	Univ Łódź	2394	1309	155	78	1722	1213
519	Maria Curie-Sklodowska Univ	2068	1161	87	40	1436	961
521	Univ Warmia & Mazury Olsztyn	2410	1536	138	67	1456	1325
522	Adam Mickiewicz Univ Poznan	4504	2371	368	155	3261	2149
525	Poznań Univ Med Sci	3170	1701	250	84	2346	1894
526	Poznań Univ Technol	1896	1222	157	87	1135	735
531	Nicolaus Copernicus Univ Toruń	3195	1729	238	96	2285	1715
536	Med Univ Warsaw	4489	2125	354	95	3515	2539
538	Univ Warsaw	7196	3107	687	207	5797	4543
539	Warsaw Univ Technol	4995	2253	401	124	3800	2544
540	Warsaw Univ Life Sci	2379	1386	182	89	1643	1367
541	Wrocław Univ Environ & Life Sci	1749	993	114	63	1284	1026
542	Univ Wrocław	3283	1615	247	95	2523	1694
543	Wrocław Med Univ	2943	1387	282	70	2342	1843
545	Wrocław Univ Sci & Technol	3671	2225	240	134	2402	1632
547	Univ Aveiro	6785	3144	741	327	5791	2857
548	Univ Minho	5963	2478	692	240	5239	3902
549	Univ Coimbra	7700	3395	872	297	6569	3893
559	Univ Nova Lisboa	6427	2368	812	254	5733	3504
561	Univ Porto	14497	6539	1817	648	12221	7303
570	Univ Bucharest	2140	815	189	57	1908	894
571	Polytech Univ Bucarest	2297	911	201	53	1977	1051
572	Babeș-Bolyai Univ	2410	1086	229	72	2053	1005
592	Nagoya Inst Technol	1667	928	86	34	1237	567
594	Yokohama Natl Univ	1887	974	117	41	1447	859
608	Comenius Univ Bratislava	4750	1816	426	87	3990	2578
611	Slovak Univ Technol Bratislava	1701	895	104	37	1261	556
619	Univ Ljubljana	7955	3764	868	299	6138	4345
620	Univ Maribor	2135	1131	244	102	1554	1001
621	Univ Alcalá	3138	1320	344	109	2638	1406
622	Univ Alicante	3300	1832	292	130	2399	2450
623	Univ Extremadura	2806	1489	272	117	2161	1255
625	Univ Aut Barcelona	13431	5117	1893	531	11959	8187
626	Univ Barcelona	16705	6056	2499	651	15171	11025
627	Univ Politècnica Catalunya - BarcelonaTech	6637	3368	637	287	5295	5507
628	Pompeu Fabra Univ	4584	1366	799	171	4286	3415
631	Univ Cádiz	2448	1238	229	92	1905	1026
634	Univ Castilla-La Mancha	4294	2237	400	180	3380	1972
635	Univ Cordoba	3682	1783	365	132	2980	1614
637	Univ Girona	2636	1167	347	119	2246	1312
638	Univ Granada	9792	4512	1130	422	8155	4920
640	Univ Jaén	2151	1105	187	83	1685	797
641	Univ A Coruña	2469	1242	240	99	1942	1079
642	Univ La Laguna	3581	1214	382	91	3174	2422
643	Univ Las Palmas Gran Canaria	1905	975	176	70	1478	895
644	Univ Basque Country	9647	4068	1074	364	8165	4798
646	Univ Lleida	2152	962	252	92	1838	1417
648	Univ Aut Madrid	10986	4011	1493	418	9840	7143
649	Complutense Univ Madrid	13241	5347	1453	441	11479	7094
650	Natl Distance Educ Univ	2002	840	138	47	1668	873
651	Tech Univ Madrid	6982	3328	706	279	5565	3841
654	Univ Malaga	4129	2097	432	177	3243	1972
655	Rey Juan Carlos Univ	2787	1144	285	92	2405	1330
656	Univ Murcia	4782	2209	508	186	3961	2291
657	Univ Oviedo	5509	2579	576	172	4323	3149
658	Univ Balearic Islands	2927	1227	405	128	2521	1533
659	Univ Navarra	3518	1335	561	146	3117	1960
662	Univ Salamanca	4178	1813	467	151	3512	2306
663	Univ Cantabria	3343	1415	426	134	2686	2299
664	Univ Santiago Compostela	6227	2861	680	248	5132	3125
665	Univ Seville	9008	4408	936	382	7112	4458
666	Univ Rovira & Virgili	3960	1677	510	180	3345	1906
667	Univ Politècnica València	7078	3988	676	330	5289	5240
668	Univ Valencia	11827	4925	1473	414	10012	6768
669	Univ Valladolid	3169	1669	247	101	2482	1751
670	Univ Vigo	3846	1961	377	155	3055	1593
671	Univ Zaragoza	7391	3380	735	268	6066	4593
672	Chalmers Univ Technol	7635	3255	985	368	6489	4671
673	Univ Gothenburg	14013	5567	2246	654	12066	9104
677	Linköping Univ	8148	3665	1100	387	6732	5467
678	Luleå Univ Technol	2806	1310	301	113	2313	1222
679	Lund Univ	19377	8251	2854	900	15988	12780
682	Örebro Univ	2518	969	369	96	2150	1585
684	Karolinska Inst	23911	8447	4040	1095	21731	16744
685	KTH Royal Inst Technol	11355	4474	1414	474	9766	6659
687	Stockholm Univ	11198	3904	1839	502	9906	8029
688	Umeå Univ	7643	3164	1021	285	6410	5050
689	Uppsala Univ	18642	7205	2642	772	15910	12273
690	Univ Basel	12666	4956	2194	733	10947	8698
693	Univ Bern	15756	5855	2666	738	13721	10840
695	Univ Fribourg	3031	1093	416	118	2669	2540
696	Univ Geneva	13534	4982	2330	682	11785	9703
697	Ecole Polytech Féd Lausanne	13661	5704	2596	1076	11430	9558
698	Univ Lausanne	11198	4334	1989	597	9731	7712
703	ETH Zurich	23081	9529	4360	1683	19670	15410
704	Univ Zurich	20870	8341	3757	1185	18025	15045
705	Çukurova Univ	2633	1264	194	64	1947	1084
706	Sakarya Univ	1826	1123	102	57	1152	563
707	Ankara Univ	4561	2059	339	87	3639	1988
708	Bilkent Univ	1988	1132	192	102	1473	1868
710	Gazi Univ	3918	2060	267	119	3033	1068
711	Hacettepe Univ	5977	3088	501	181	4363	2205
712	Middle E Tech Univ	4373	2242	362	140	3297	1612
715	Akdeniz Univ	2076	1212	111	64	1388	651
718	Bursa Uludağ Univ	1987	1080	103	46	1366	811
719	Pamukkale Univ	1422	809	109	56	972	371
722	Fırat Univ	2103	1210	169	84	1507	589
723	Atatürk Univ	2724	1497	174	91	2096	746
726	Süleyman Demirel Univ	1779	1072	102	52	1217	527
727	Boğaziçi Univ	2626	904	262	59	2175	1611
730	İstanbul Tech Univ	4619	2557	363	165	3224	1477
731	İstanbul Univ	6816	3651	476	149	5008	2579
732	Marmara Univ	3206	1391	228	54	2574	1353
735	Yıldız Tech Univ	2851	1674	195	93	1903	777
736	Dokuz Eylül Univ	3083	1726	177	66	2185	924
737	Ege Univ	3797	2203	232	92	2616	1263
739	Selçuk Univ	2180	1098	150	64	1695	588
740	Erciyes Univ	2498	1454	184	98	1745	728
741	Kocaeli Univ	1473	899	75	41	929	459
743	İnönü Univ	1549	890	56	30	1116	431
747	Samsun Ondokuz Mayis Univ	1925	1033	90	34	1434	588
749	Karadeniz Tech Univ	2149	1287	151	71	1470	536
750	Yüzüncü Yıl Univ	1485	875	55	31	1011	424
781	Queen's Univ Belfast	8420	3271	1275	414	7223	7060
785	Univ Sussex	6217	2247	1080	317	5297	5331
790	Aston Univ	2669	904	388	119	2420	2399
793	Univ Huddersfield	1876	850	213	83	1520	1665
794	Lancaster Univ	7080	2515	1196	344	6141	6416
796	Northumbria Univ	3216	1170	450	143	2866	2804
797	Univ E Anglia	5648	2062	1065	306	4950	5210
800	Univ Reading	5244	2223	870	293	4405	4656
802	Univ St Andrews	6374	2183	1008	291	5720	5820
807	Politecnico Bari	2051	800	319	112	1703	1170
811	Univ Insubria	2742	940	362	99	2512	1385
812	Univ Perugia	7208	2733	973	305	6322	3796
813	Univ Salerno	5260	2256	663	240	4415	2327
818	Vita-Salute San Raffaele Univ	3004	1317	506	170	2518	1477
846	King's Coll London	22036	8401	4337	1394	19273	18375
848	Bangor Univ	2604	972	445	120	2355	2207
849	Cardiff Univ	11627	4741	1906	611	9790	10303
854	Swed Univ Agr Sci	6467	2561	1010	303	5678	4058
876	Martin Luther Univ Halle-Wittenberg	4993	1969	700	168	4231	2643
877	Univ Hohenheim	2753	1455	339	129	2101	1286
878	Univ Lübeck	3387	1154	531	112	3024	2062
880	Philipps-Univ Marburg	5405	2338	729	244	4545	2694
882	Techn Univ Bergakad Freiberg	1867	924	159	63	1464	508
883	Univ Münster	10778	4866	1663	616	8728	5871
884	Univ Rostock	5172	2228	549	192	4213	2631
885	Ulm Univ	7302	2948	1048	281	6242	4310
916	Hebrew Univ Jerusalem	11297	5617	1491	556	8624	5704
920	Bar-Ilan Univ	4813	2542	440	198	3627	2132
921	Tel Aviv Univ	18481	9518	2336	809	13776	8924
922	Ben-Gurion Univ Negev	8318	4351	762	310	6232	3583
924	Univ Haifa	4316	2176	375	123	3256	1625
947	Med Univ Białystok	1654	970	129	65	1122	959
958	Med Univ Lublin	2305	1280	143	62	1691	1343
959	Med Univ Lódz	2958	1531	287	80	2155	1776
960	Med Univ Gdansk	2568	1242	267	85	1987	1495
962	Univ Agr Kraków	1583	956	103	57	1069	798
963	Univ Life Sci Lublin	1578	1031	60	37	1004	876
964	Poznań Univ Life Sci	1944	1065	143	65	1451	1046
